TAXON;aphiaID;Kingdom;Phylum;Subphylum;Class;Subclass;Superorder;Order;Family;Genus;Subkingdom;Infrakingdom;Species;Infraphylum;Subfamily;Superclass;Suborder;Phylum (Division);Subgenus;Subphylum (Subdivision);Variety;Forma;Infraclass;Subterclass;Superfamily;rank
Plagiogrammopsis vanheurckii;149057;Chromista;Heterokontophyta;Bacillariophytina;Bacillariophyceae;Coscinodiscophycidae;Cymatosirophycanae;Cymatosirales;Cymatosiraceae;Plagiogrammopsis;NA;NA;Plagiogrammopsis vanheurckii;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Species
Plagiolemma;601957;Chromista;Heterokontophyta;Bacillariophytina;Bacillariophyceae;Bacillariophycidae;Bacillariophycanae;Naviculales;Plagiotropidaceae;Plagiolemma;NA;NA;NA;NA;NA;NA;Naviculineae;NA;NA;NA;NA;NA;NA;NA;NA;Genus
Plagioselmis prolonga;106303;Chromista;Cryptophyta;NA;Cryptophyceae;NA;NA;Pyrenomonadales;Geminigeraceae;Plagioselmis;Hacrobia;NA;Plagioselmis prolonga;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Species
Plagiotropis;149516;Chromista;Heterokontophyta;Bacillariophytina;Bacillariophyceae;Bacillariophycidae;Bacillariophycanae;Naviculales;Plagiotropidaceae;Plagiotropis;NA;NA;NA;NA;NA;NA;Naviculineae;NA;NA;NA;NA;NA;NA;NA;NA;Genus
Planktoniella;148979;Chromista;Heterokontophyta;Bacillariophytina;Bacillariophyceae;Coscinodiscophycidae;Thalassiosiranae;Thalassiosirales;Thalassiosiraceae;Planktoniella;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Genus
Planktoniella sol;196815;Chromista;Heterokontophyta;Bacillariophytina;Bacillariophyceae;Coscinodiscophycidae;Thalassiosiranae;Thalassiosirales;Thalassiosiraceae;Planktoniella;NA;NA;Planktoniella sol;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Species
Pleurosigma;149181;Chromista;Heterokontophyta;Bacillariophytina;Bacillariophyceae;Bacillariophycidae;Bacillariophycanae;Naviculales;Pleurosigmataceae;Pleurosigma;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Genus
Pleurosigma acutum;577792;Chromista;Heterokontophyta;Bacillariophytina;Bacillariophyceae;Bacillariophycidae;Bacillariophycanae;Naviculales;Pleurosigmataceae;Pleurosigma;NA;NA;Pleurosigma acutum;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Species
Pleurosigma angulatum;149183;Chromista;Heterokontophyta;Bacillariophytina;Bacillariophyceae;Bacillariophycidae;Bacillariophycanae;Naviculales;Pleurosigmataceae;Pleurosigma;NA;NA;Pleurosigma angulatum;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Species
Pleurosigma cf.simonsenii;149032;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Pleurosigma cf.trigosum;149032;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Pleurosigma delicatulum;149508;Chromista;Heterokontophyta;Bacillariophytina;Bacillariophyceae;Bacillariophycidae;Bacillariophycanae;Naviculales;Pleurosigmataceae;Pleurosigma;NA;NA;Pleurosigma delicatulum;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Species
Pleurosigma directum;248088;Chromista;Heterokontophyta;Bacillariophytina;Bacillariophyceae;Bacillariophycidae;Bacillariophycanae;Naviculales;Pleurosigmataceae;Pleurosigma;NA;NA;Pleurosigma directum;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Species
Pleurosigma falcatum;662007;Chromista;Heterokontophyta;Bacillariophytina;Bacillariophyceae;Bacillariophycidae;Bacillariophycanae;Naviculales;Pleurosigmataceae;Pleurosigma;NA;NA;Pleurosigma falcatum;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Species
Pleurosigma normanii;149182;Chromista;Heterokontophyta;Bacillariophytina;Bacillariophyceae;Bacillariophycidae;Bacillariophycanae;Naviculales;Pleurosigmataceae;Pleurosigma;NA;NA;Pleurosigma normanii;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Species
Pleurosigma obscurum;149501;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Pleurosigma simonsenii;231884;Chromista;Heterokontophyta;Bacillariophytina;Bacillariophyceae;Bacillariophycidae;Bacillariophycanae;Naviculales;Pleurosigmataceae;Pleurosigma;NA;NA;Pleurosigma simonsenii;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Species
Pleurosigma strigosum;156586;Chromista;Heterokontophyta;Bacillariophytina;Bacillariophyceae;Bacillariophycidae;Bacillariophycanae;Naviculales;Pleurosigmataceae;Pleurosigma;NA;NA;Pleurosigma strigosum;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Species
Pleurosigmataceae;149032;Chromista;Heterokontophyta;Bacillariophytina;Bacillariophyceae;Bacillariophycidae;Bacillariophycanae;Naviculales;Pleurosigmataceae;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Family
Pleurosira laevis;163322;Chromista;Heterokontophyta;Bacillariophytina;Bacillariophyceae;Coscinodiscophycidae;Biddulphianae;Triceratiales;Triceratiaceae;Pleurosira;NA;NA;Pleurosira laevis;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Species
Podocystis adriatica;248090;Chromista;Heterokontophyta;Bacillariophytina;Bacillariophyceae;Fragilariophycidae;Fragilariophycanae;Fragilariales;Fragilariaceae;Podocystis;NA;NA;Podocystis adriatica;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Species
Podocystis spathulata;616654;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Podolampas;109550;Chromista;Myzozoa;Dinozoa;Dinophyceae;Peridiniphycidae;NA;Peridiniales;Podolampadaceae;Podolampas;Harosa;Alveolata;NA;Dinoflagellata;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Genus
Podolampas bipes;110199;Chromista;Myzozoa;Dinozoa;Dinophyceae;Peridiniphycidae;NA;Peridiniales;Podolampadaceae;Podolampas;Harosa;Alveolata;Podolampas bipes;Dinoflagellata;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Species
Podolampas elegans;110201;Chromista;Myzozoa;Dinozoa;Dinophyceae;Peridiniphycidae;NA;Peridiniales;Podolampadaceae;Podolampas;Harosa;Alveolata;Podolampas elegans;Dinoflagellata;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Species
Podolampas palmipes;232625;Chromista;Myzozoa;Dinozoa;Dinophyceae;Peridiniphycidae;NA;Peridiniales;Podolampadaceae;Podolampas;Harosa;Alveolata;Podolampas palmipes;Dinoflagellata;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Species
Podolampas spinifer;418161;Chromista;Myzozoa;Dinozoa;Dinophyceae;Peridiniphycidae;NA;Peridiniales;Podolampadaceae;Podolampas;Harosa;Alveolata;Podolampas spinifer;Dinoflagellata;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Species
Podolampas spinifera;110202;Chromista;Myzozoa;Dinozoa;Dinophyceae;Peridiniphycidae;NA;Peridiniales;Podolampadaceae;Podolampas;Harosa;Alveolata;Podolampas spinifera;Dinoflagellata;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Species
Podosira;149059;Chromista;Heterokontophyta;Bacillariophytina;Bacillariophyceae;Coscinodiscophycidae;Coscinodiscanae;Melosirales;Hyalodiscaceae;Podosira;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Genus
Podosira stelligera;149060;Chromista;Heterokontophyta;Bacillariophytina;Bacillariophyceae;Coscinodiscophycidae;Coscinodiscanae;Melosirales;Hyalodiscaceae;Podosira;NA;NA;Podosira stelligera;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Species
Polyblepharides amylifera;838163;Plantae;NA;NA;Pyramimonadophyceae;NA;NA;Pyramimonadales;Polyblepharidaceae;Polyblepharides;Viridiplantae;NA;Polyblepharides amylifera;NA;NA;NA;NA;Chlorophyta;NA;Prasinophytina;NA;NA;NA;NA;NA;Species
Polychaeta;883;Animalia;Annelida;NA;Polychaeta;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Class
Polykrikos;109485;Chromista;Myzozoa;Dinozoa;Dinophyceae;NA;NA;Gymnodiniales;Polykrikaceae;Polykrikos;Harosa;Alveolata;NA;Dinoflagellata;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Genus
Polykrikos hartmannii;109898;Chromista;Myzozoa;Dinozoa;Dinophyceae;NA;NA;Gymnodiniales;Polykrikaceae;Polykrikos;Harosa;Alveolata;Polykrikos hartmannii;Dinoflagellata;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Species
Polykrikos kofoidii;109899;Chromista;Myzozoa;Dinozoa;Dinophyceae;NA;NA;Gymnodiniales;Polykrikaceae;Polykrikos;Harosa;Alveolata;Polykrikos kofoidii;Dinoflagellata;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Species
Polykrikos schwartzii;109901;Chromista;Myzozoa;Dinozoa;Dinophyceae;NA;NA;Gymnodiniales;Polykrikaceae;Polykrikos;Harosa;Alveolata;Polykrikos schwartzii;Dinoflagellata;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Species
Prasinophyceae;17329;Plantae;NA;NA;Prasinophyceae;NA;NA;NA;NA;NA;Viridiplantae;NA;NA;NA;NA;NA;NA;Chlorophyta;NA;NA;NA;NA;NA;NA;NA;Class
Preperidinium meunierii;109927;Chromista;Myzozoa;Dinozoa;Dinophyceae;Peridiniphycidae;NA;Peridiniales;Protoperidiniaceae;Preperidinium;Harosa;Alveolata;Preperidinium meunierii;Dinoflagellata;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Species
Proboscia;149167;Chromista;Heterokontophyta;Bacillariophytina;Bacillariophyceae;Coscinodiscophycidae;Rhizosolenianae;Rhizosoleniales;Rhizosoleniaceae;Proboscia;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Genus
Proboscia alata;149168;Chromista;Heterokontophyta;Bacillariophytina;Bacillariophyceae;Coscinodiscophycidae;Rhizosolenianae;Rhizosoleniales;Rhizosoleniaceae;Proboscia;NA;NA;Proboscia alata;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Species
Proboscia alata f. alata;251728;Chromista;Heterokontophyta;Bacillariophytina;Bacillariophyceae;Coscinodiscophycidae;Rhizosolenianae;Rhizosoleniales;Rhizosoleniaceae;Proboscia;NA;NA;Proboscia alata;NA;NA;NA;NA;NA;NA;NA;NA;Proboscia alata f. alata;NA;NA;NA;Forma
Proboscia alata f. gracillima;251729;Chromista;Heterokontophyta;Bacillariophytina;Bacillariophyceae;Coscinodiscophycidae;Rhizosolenianae;Rhizosoleniales;Rhizosoleniaceae;Proboscia;NA;NA;Proboscia alata;NA;NA;NA;NA;NA;NA;NA;NA;Proboscia alata f. gracillima;NA;NA;NA;Forma
Proboscia indica;345513;Chromista;Heterokontophyta;Bacillariophytina;Bacillariophyceae;Coscinodiscophycidae;Rhizosolenianae;Rhizosoleniales;Rhizosoleniaceae;Proboscia;NA;NA;Proboscia indica;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Species
Pronoctiluca;109487;Chromista;Myzozoa;Dinozoa;Dinophyceae;NA;NA;Noctilucales;Protodiniferaceae;Pronoctiluca;Harosa;Alveolata;NA;Dinoflagellata;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Genus
Pronoctiluca acuta;233180;Chromista;Myzozoa;Dinozoa;Dinophyceae;NA;NA;Noctilucales;Protodiniferaceae;Pronoctiluca;Harosa;Alveolata;Pronoctiluca acuta;Dinoflagellata;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Species
Pronoctiluca pelagica;109903;Chromista;Myzozoa;Dinozoa;Dinophyceae;NA;NA;Noctilucales;Protodiniferaceae;Pronoctiluca;Harosa;Alveolata;Pronoctiluca pelagica;Dinoflagellata;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Species
Pronoctiluca spinifera;109904;Chromista;Myzozoa;Dinozoa;Dinophyceae;NA;NA;Noctilucales;Protodiniferaceae;Pronoctiluca;Harosa;Alveolata;Pronoctiluca spinifera;Dinoflagellata;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Species
Prorocentrum;109566;Chromista;Myzozoa;Dinozoa;Dinophyceae;NA;NA;Prorocentrales;Prorocentraceae;Prorocentrum;Harosa;Alveolata;NA;Dinoflagellata;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Genus
Prorocentrum aporum;110291;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Prorocentrum balticum;110293;Chromista;Myzozoa;Dinozoa;Dinophyceae;NA;NA;Prorocentrales;Prorocentraceae;Prorocentrum;Harosa;Alveolata;Prorocentrum balticum;Dinoflagellata;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Species
Prorocentrum compressum;110295;Chromista;Myzozoa;Dinozoa;Dinophyceae;NA;NA;Prorocentrales;Prorocentraceae;Prorocentrum;Harosa;Alveolata;Prorocentrum compressum;Dinoflagellata;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Species
Prorocentrum concavum;232461;Chromista;Myzozoa;Dinozoa;Dinophyceae;NA;NA;Prorocentrales;Prorocentraceae;Prorocentrum;Harosa;Alveolata;Prorocentrum concavum;Dinoflagellata;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Species
Prorocentrum cordatum;232376;Chromista;Myzozoa;Dinozoa;Dinophyceae;NA;NA;Prorocentrales;Prorocentraceae;Prorocentrum;Harosa;Alveolata;Prorocentrum cordatum;Dinoflagellata;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Species
Prorocentrum dactylus;110297;Chromista;Myzozoa;Dinozoa;Dinophyceae;NA;NA;Prorocentrales;Prorocentraceae;Prorocentrum;Harosa;Alveolata;Prorocentrum dactylus;Dinoflagellata;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Species
Prorocentrum dentatum;110298;Chromista;Myzozoa;Dinozoa;Dinophyceae;NA;NA;Prorocentrales;Prorocentraceae;Prorocentrum;Harosa;Alveolata;Prorocentrum dentatum;Dinoflagellata;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Species
Prorocentrum emarginatum;232441;Chromista;Myzozoa;Dinozoa;Dinophyceae;NA;NA;Prorocentrales;Prorocentraceae;Prorocentrum;Harosa;Alveolata;Prorocentrum emarginatum;Dinoflagellata;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Species
Prorocentrum gibbosum;110299;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Prorocentrum gracile;110300;Chromista;Myzozoa;Dinozoa;Dinophyceae;NA;NA;Prorocentrales;Prorocentraceae;Prorocentrum;Harosa;Alveolata;Prorocentrum gracile;Dinoflagellata;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Species
Prorocentrum lima;110301;Chromista;Myzozoa;Dinozoa;Dinophyceae;NA;NA;Prorocentrales;Prorocentraceae;Prorocentrum;Harosa;Alveolata;Prorocentrum lima;Dinoflagellata;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Species
Prorocentrum mexicanum;231885;Chromista;Myzozoa;Dinozoa;Dinophyceae;NA;NA;Prorocentrales;Prorocentraceae;Prorocentrum;Harosa;Alveolata;Prorocentrum mexicanum;Dinoflagellata;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Species
Prorocentrum micans;110303;Chromista;Myzozoa;Dinozoa;Dinophyceae;NA;NA;Prorocentrales;Prorocentraceae;Prorocentrum;Harosa;Alveolata;Prorocentrum micans;Dinoflagellata;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Species
Prorocentrum nux;232365;Chromista;Myzozoa;Dinozoa;Dinophyceae;NA;NA;Prorocentrales;Prorocentraceae;Prorocentrum;Harosa;Alveolata;Prorocentrum nux;Dinoflagellata;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Species
Prorocentrum redfieldii;110310;Chromista;Myzozoa;Dinozoa;Dinophyceae;NA;NA;Prorocentrales;Prorocentraceae;Prorocentrum;Harosa;Alveolata;Prorocentrum redfieldii;Dinoflagellata;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Species
Prorocentrum rostratum;110311;Chromista;Myzozoa;Dinozoa;Dinophyceae;NA;NA;Prorocentrales;Prorocentraceae;Prorocentrum;Harosa;Alveolata;Prorocentrum rostratum;Dinoflagellata;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Species
Prorocentrum triestinum;110316;Chromista;Myzozoa;Dinozoa;Dinophyceae;NA;NA;Prorocentrales;Prorocentraceae;Prorocentrum;Harosa;Alveolata;Prorocentrum triestinum;Dinoflagellata;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Species
Protoceratium reticulatum;110321;Chromista;Myzozoa;Dinozoa;Dinophyceae;Peridiniphycidae;NA;Gonyaulacales;Protoceratiaceae;Protoceratium;Harosa;Alveolata;Protoceratium reticulatum;Dinoflagellata;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Species
Protodinium simplex;663583;Chromista;Myzozoa;Dinozoa;Dinoflagellata incertae sedis;NA;NA;NA;NA;Protodinium;Harosa;Alveolata;Protodinium simplex;Dinoflagellata;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Species
Protoperidiniaceae;109435;Chromista;Myzozoa;Dinozoa;Dinophyceae;Peridiniphycidae;NA;Peridiniales;Protoperidiniaceae;NA;Harosa;Alveolata;NA;Dinoflagellata;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Family
Protoperidinium;109553;Chromista;Myzozoa;Dinozoa;Dinophyceae;Peridiniphycidae;NA;Peridiniales;Protoperidiniaceae;Protoperidinium;Harosa;Alveolata;NA;Dinoflagellata;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Genus
Protoperidinium acutipes;233539;Chromista;Myzozoa;Dinozoa;Dinophyceae;Peridiniphycidae;NA;Peridiniales;Protoperidiniaceae;Protoperidinium;Harosa;Alveolata;Protoperidinium acutipes;Dinoflagellata;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Species
Protoperidinium bipes;110208;Chromista;Myzozoa;Dinozoa;Dinophyceae;Peridiniphycidae;NA;Peridiniales;Protoperidiniaceae;Protoperidinium;Harosa;Alveolata;Protoperidinium bipes;Dinoflagellata;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Species
Protoperidinium bispinum;233466;Chromista;Myzozoa;Dinozoa;Dinophyceae;Peridiniphycidae;NA;Peridiniales;Protoperidiniaceae;Protoperidinium;Harosa;Alveolata;Protoperidinium bispinum;Dinoflagellata;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Species
Protoperidinium brevipes;110210;Chromista;Myzozoa;Dinozoa;Dinophyceae;Peridiniphycidae;NA;Peridiniales;Protoperidiniaceae;Protoperidinium;Harosa;Alveolata;Protoperidinium brevipes;Dinoflagellata;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Species
Protoperidinium cassum;233441;Chromista;Myzozoa;Dinozoa;Dinophyceae;Peridiniphycidae;NA;Peridiniales;Protoperidiniaceae;Protoperidinium;Harosa;Alveolata;Protoperidinium cassum;Dinoflagellata;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Species
Protoperidinium claudicans;163862;Chromista;Myzozoa;Dinozoa;Dinophyceae;Peridiniphycidae;NA;Peridiniales;Protoperidiniaceae;Protoperidinium;Harosa;Alveolata;Protoperidinium claudicans;Dinoflagellata;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Species
Protoperidinium conica-group;109394;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Protoperidinium conicoides;110212;Chromista;Myzozoa;Dinozoa;Dinophyceae;Peridiniphycidae;NA;Peridiniales;Protoperidiniaceae;Protoperidinium;Harosa;Alveolata;Protoperidinium conicoides;Dinoflagellata;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Species
Protoperidinium conicum;110213;Chromista;Myzozoa;Dinozoa;Dinophyceae;Peridiniphycidae;NA;Peridiniales;Protoperidiniaceae;Protoperidinium;Harosa;Alveolata;Protoperidinium conicum;Dinoflagellata;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Species
Protoperidinium crassipes;110214;Chromista;Myzozoa;Dinozoa;Dinophyceae;Peridiniphycidae;NA;Peridiniales;Protoperidiniaceae;Protoperidinium;Harosa;Alveolata;Protoperidinium crassipes;Dinoflagellata;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Species
Protoperidinium curtipes;110215;Chromista;Myzozoa;Dinozoa;Dinophyceae;Peridiniphycidae;NA;Peridiniales;Protoperidiniaceae;Protoperidinium;Harosa;Alveolata;Protoperidinium curtipes;Dinoflagellata;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Species
Protoperidinium curvipes;163934;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Protoperidinium depressum;110217;Chromista;Myzozoa;Dinozoa;Dinophyceae;Peridiniphycidae;NA;Peridiniales;Protoperidiniaceae;Protoperidinium;Harosa;Alveolata;Protoperidinium depressum;Dinoflagellata;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Species
Protoperidinium diabolum;172460;Chromista;Myzozoa;Dinozoa;Dinophyceae;Peridiniphycidae;NA;Peridiniales;Protoperidiniaceae;Protoperidinium;Harosa;Alveolata;Protoperidinium diabolus;Dinoflagellata;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Species
Protoperidinium divergens;110219;Chromista;Myzozoa;Dinozoa;Dinophyceae;Peridiniphycidae;NA;Peridiniales;Protoperidiniaceae;Protoperidinium;Harosa;Alveolata;Protoperidinium divergens;Dinoflagellata;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Species
Protoperidinium divergentia-group;109394;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Protoperidinium elegans;233357;Chromista;Myzozoa;Dinozoa;Dinophyceae;Peridiniphycidae;NA;Peridiniales;Protoperidiniaceae;Protoperidinium;Harosa;Alveolata;Protoperidinium elegans;Dinoflagellata;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Species
Protoperidinium granii;110223;Chromista;Myzozoa;Dinozoa;Dinophyceae;Peridiniphycidae;NA;Peridiniales;Protoperidiniaceae;Protoperidinium;Harosa;Alveolata;Protoperidinium granii;Dinoflagellata;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Species
